it,ft,bt,transmission,ownerNo,oem,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Engine,Seats_1,Color,Gear Box,Drive Type,City
0,Petrol,Sedan,Automatic,1,BMW,BMW 2 Series,2023,₹ 47.50 Lakh,Comprehensive,500 Kms,14.82 kmpl,1998 CC,5,White,7-Speed Steptronic,FWD,Chennai
0,Diesel,SUV,Manual,1,Ford,Ford Ecosport,2021,₹ 9.50 Lakh,Third Party insurance,"40,000 Kms",21.7 kmpl,1498 CC,5,Others,5 Speed,FWD,Chennai
0,Petrol,MUV,Automatic,2,Maruti,Maruti Ertiga,2020,₹ 10.25 Lakh,Third Party insurance,"20,000 Kms",17.99 kmpl,1462 CC,7,Others,4 Speed,FWD,Chennai
0,Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2008,₹ 2.45 Lakh,Third Party insurance,"68,283 Kms",17.5 kmpl,1298 CC,5,Black,5 Speed,2 WD,Chennai
0,Petrol,Sedan,Manual,0,Honda,Honda Amaze,2014,₹ 3.95 Lakh,Third Party insurance,"73,045 Kms",18 kmpl,1198 CC,5,Red,5 Speed,FWD,Chennai
0,Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2018,₹ 10.80 Lakh,Comprehensive,"49,000 Kms",22.1 kmpl,1396 CC,5,White,6 Speed,FWD,Chennai
0,Diesel,MUV,Manual,1,Chevrolet,Chevrolet Tavera,2009,₹ 2 Lakh,Third Party insurance,"1,50,000 Kms",12.2 kmpl,2499 CC,10,White,5 Speed,2WD,Chennai
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2016,₹ 6.08 Lakh,Third Party insurance,"47,547 Kms",18.6 kmpl,1197 CC,5,Blue,5 Speed,FWD,Chennai
0,Diesel,Hatchback,Manual,2,Hyundai,Hyundai i20 Active,2017,₹ 6.98 Lakh,Third Party insurance,"1,00,844 Kms",21.19 kmpl,1396 CC,5,White,6 Speed,FWD,Chennai
0,Diesel,Sedan,Manual,1,Honda,Honda Amaze,2013,₹ 3.35 Lakh,Third Party insurance,"1,58,945 Kms",24.7 kmpl,1498 CC,5,Blue,5 Speed,FWD,Chennai
0,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2014,₹ 5.02 Lakh,Third Party insurance,"1,11,275 Kms",22.54 kmpl,1396 CC,5,White,6 Speed,FWD,Chennai
0,Petrol,SUV,Automatic,2,Hyundai,Hyundai Creta,2018,₹ 10.27 Lakh,Comprehensive,"71,770 Kms",14.8 kmpl,1591 CC,5,White,6 Speed,FWD,Chennai
0,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2019,₹ 9 Lakh,Third Party insurance,"40,000 Kms",17 kmpl,1591 CC,5,Others,6 Speed,FWD,Chennai
0,Petrol,SUV,Manual,1,Honda,Honda WR-V,2017,₹ 7.69 Lakh,Comprehensive,"55,435 Kms",17.5 kmpl,1199 CC,5,Brown,5 Speed,FWD,Chennai
0,Petrol,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2016,₹ 5.95 Lakh,Third Party insurance,"51,396 Kms",18.5 kmpl,1197 CC,5,Silver,4 Speed ,FWD,Chennai
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R Stingray,2015,₹ 3.75 Lakh,Comprehensive,"79,063 Kms",20.51 kmpl,998 CC,5,White,5 Speed,FWD,Chennai
0,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2015,₹ 5.85 Lakh,Comprehensive,"89,570 Kms",20.73 kmpl,1373 CC,5,White,5 Speed,FWD,Chennai
0,Petrol,Sedan,Manual,2,Hyundai,Hyundai Verna,2012,₹ 4.50 Lakh,Third Party insurance,"50,000 Kms",17.01 kmpl,1591 CC,5,Others,5 Speed,FWD,Chennai
0,Diesel,SUV,Manual,1,Tata,Tata New Safari,2022,₹ 21.50 Lakh,Third Party insurance,"30,000 Kms",16.14 kmpl,1956 CC,7,Others,6-Speed,,Chennai
0,Diesel,Sedan,Automatic,2,BMW,BMW 3 Series,2012,₹ 9.95 Lakh,Third Party insurance,"1,00,000 Kms",18.88 kmpl,1995 CC,5,Others,8 Speed,RWD,Chennai
0,Petrol,Sedan,Manual,1,Honda,Honda City,2021,₹ 11 Lakh,Comprehensive,"18,477 Kms",17 kmpl,1497 CC,5,Brown,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,3,Volkswagen,Volkswagen Polo,2014,₹ 3.50 Lakh,Third Party insurance,"1,20,000 Kms",16.47 kmpl,1198 CC,5,Others,5 Speed,FWD,Chennai
0,Petrol,Sedan,Automatic,1,Maruti,Maruti Ciaz,2018,₹ 7.30 Lakh,Comprehensive,"77,204 Kms",20.28 kmpl,1462 CC,5,Silver,4 Speed,FWD,Chennai
0,Diesel,Sedan,Automatic,2,BMW,BMW 5 Series,2012,₹ 10 Lakh,Third Party insurance,"70,000 Kms",16.73 kmpl,1995 CC,5,Others,8 Speed Sport,,Chennai
0,Diesel,SUV,Manual,1,Toyota,Toyota Fortuner,2013,₹ 17.91 Lakh,Comprehensive,"78,000 Kms",13 kmpl,2982 CC,7,Golden,5 Speed,FWD,Chennai
0,Diesel,Sedan,Automatic,2,BMW,BMW 3 Series,2012,₹ 13.50 Lakh,Comprehensive,"55,000 Kms",22.69 kmpl,1995 CC,5,Grey,8 Speed,RWD,Chennai
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,₹ 5.10 Lakh,Comprehensive,"30,272 Kms",17 kmpl,1197 CC,5,White,5 Speed,FWD,Chennai
0,Petrol,SUV,Manual,1,Ford,Ford Ecosport,2018,₹ 8.60 Lakh,Third Party insurance,"64,285 Kms",18.88 kmpl,999 CC,5,White,5 Speed,FWD,Chennai
0,Diesel,Hatchback,Manual,3,Hyundai,Hyundai i20,2014,₹ 4.85 Lakh,Zero Dep,"76,697 Kms",22.54 kmpl,1396 CC,5,Red,6 Speed,FWD,Chennai
0,Diesel,Hatchback,Automatic,1,Mini,Mini 5 DOOR,2015,₹ 17 Lakh,Third Party insurance,"1,00,000 Kms",20.7 kmpl,1496 CC,5,Blue,6 Speed ,2WD,Chennai
0,Petrol,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2017,₹ 6.36 Lakh,Third Party,"95,291 Kms",21.21 kmpl,1197 CC,5,Blue,5 Speed,FWD,Chennai
0,Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Ameo,2017,₹ 5.71 Lakh,Comprehensive,"84,005 Kms",17 kmpl,1198 CC,5,White,5 Speed,FWD,Chennai
0,Petrol,SUV,Automatic,1,Renault,Renault Kiger,2021,₹ 8.25 Lakh,Comprehensive,"8,000 Kms",19.03 kmpl,999 CC,5,White,5 Speed,,Chennai
0,Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,2021,₹ 3.93 Lakh,Zero Dep,"49,254 Kms",21.7 kmpl,999 CC,5,Blue,5-Speed,FWD,Chennai
0,Diesel,SUV,Manual,1,Kia,Kia Sonet,2021,₹ 11 Lakh,Third Party insurance,"20,000 Kms",18.4 kmpl,1493 CC,5,Black,6-Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2016,₹ 4.20 Lakh,Third Party,"97,522 Kms",18.9 kmpl,1197 CC,5,Others,5 Speed,FWD,Chennai
0,Petrol,SUV,Manual,1,Ford,Ford Ecosport,2017,₹ 7.04 Lakh,Zero Dep,"34,097 Kms",18.88 kmpl,999 CC,5,White,5 Speed,FWD,Chennai
0,Petrol,SUV,Automatic,1,Nissan,Nissan Magnite,2022,₹ 9.50 Lakh,Third Party insurance,"10,000 Kms",17.4 kmpl,999 CC,5,Gray,CVT,,Chennai
0,Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2022,₹ 90 Lakh,Comprehensive,"3,000 Kms",,1950 CC,5,White,9G-TRONIC,AWD,Chennai
0,Petrol,Hatchback,Manual,0,Hyundai,Hyundai i20,2021,₹ 7.70 Lakh,Third Party insurance,"19,252 Kms",20 kmpl,998 CC,5,Grey,6 Speed IMT,,Chennai
0,Diesel,SUV,Automatic,1,Kia,Kia Sonet,2020,₹ 12 Lakh,Third Party insurance,"30,000 Kms",,1493 CC,5,Red,6-Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,3,Fiat,Fiat Grande Punto,2010,₹ 1.20 Lakh,Third Party insurance,"80,000 Kms",14.6 kmpl,1368 CC,5,Red,5-Speed,FWD,Chennai
0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2021,₹ 7.50 Lakh,Comprehensive,"25,581 Kms",20.85 kmpl,1197 CC,5,Silver,5 Speed,FWD,Chennai
0,Petrol,SUV,Automatic,1,Skoda,Skoda Kodiaq,2022,₹ 37.50 Lakh,Comprehensive,"34,000 Kms",12.78 kmpl,1984 CC,7,White,7-Speed DSG,4WD,Chennai
0,Diesel,SUV,Automatic,1,BMW,BMW X1,2018,₹ 26.55 Lakh,Comprehensive,"45,000 Kms",20.68 kmpl,1995 CC,5,White,8 Speed,FWD,Chennai
0,Petrol,Hatchback,Automatic,2,Renault,Renault KWID,2019,₹ 4.10 Lakh,Third Party insurance,"20,000 Kms",24.04 kmpl,999 CC,5,Others,5 Speed,FWD,Chennai
0,Petrol,SUV,Manual,1,Nissan,Nissan Magnite,2021,₹ 10.50 Lakh,Third Party insurance,"20,000 Kms",20 kmpl,999 CC,5,Others,5 Speed,,Chennai
0,Diesel,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,₹ 6.22 Lakh,Third Party insurance,"1,23,394 Kms",27.39 kmpl,1248 CC,5,Blue,5 Speed,FWD,Chennai
0,Diesel,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2018,₹ 7.30 Lakh,Comprehensive,"1,06,275 Kms",20.14 kmpl,1498 CC,5,Red,5 Speed,FWD,Chennai
0,Petrol,Sedan,Manual,1,Honda,Honda City,2019,₹ 9.50 Lakh,Third Party insurance,"58,416 Kms",17.4 kmpl,1497 CC,5,MODERN STEEL METALLIC,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto K10,2017,₹ 3.57 Lakh,Comprehensive,"18,704 Kms",23.95 kmpl,998 CC,5,Black,5 Speed,FWD,Chennai
0,Petrol,Sedan,Manual,1,Honda,Honda City,2015,₹ 6.21 Lakh,Comprehensive,"27,166 Kms",17.4 kmpl,1497 CC,5,Grey,5 Speed ,FWD,Chennai
0,Petrol,Sedan,Automatic,2,Honda,Honda City,2020,₹ 11.25 Lakh,Third Party insurance,"30,000 Kms",18.3 kmpl,1498 CC,5,Others,CVT,,Chennai
0,Diesel,SUV,Automatic,1,Kia,Kia Seltos,2021,₹ 16.39 Lakh,Third Party,"76,384 Kms",18 kmpl,1493 CC,5,White,6-Speed,FWD,Chennai
0,Diesel,SUV,Automatic,1,Hyundai,Hyundai Creta,2017,₹ 12.15 Lakh,Comprehensive,"45,000 Kms",17.01 kmpl,1582 CC,5,White,6 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,₹ 6.35 Lakh,Third Party,"17,160 Kms",18.6 kmpl,1197 CC,5,Red,5 Speed,FWD,Chennai
0,Petrol,SUV,Manual,1,Volkswagen,Volkswagen Taigun,2022,₹ 14.66 Lakh,Third Party,"15,817 Kms",20.08 kmpl,999 CC,5,Silver,6-Speed,,Chennai
0,Petrol,Hatchback,Manual,2,Renault,Renault KWID,2021,₹ 5 Lakh,Third Party insurance,"10,000 Kms",21.74 kmpl,999 CC,5,Others,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,0,Renault,Renault KWID,2020,₹ 4.25 Lakh,Third Party insurance,"31,268 Kms",21.74 kmpl,999 CC,5,Brown,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2019,₹ 5 Lakh,Third Party insurance,"7,267 Kms",23.1 kmpl,998 CC,5,Orange,5 Speed ,FWD,Chennai
0,Petrol,Hatchback,Manual,2,Honda,Honda Jazz,2017,₹ 5.50 Lakh,Third Party insurance,"30,000 Kms",18.7 kmpl,1199 CC,5,Others,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,2,Tata,Tata Nano,2012,"₹ 87,000 ",Third Party insurance,"60,000 Kms",25.4 kmpl,624 CC,4,Others,4 Speed,RWD,Chennai
0,Diesel,SUV,Manual,3,Mahindra,Mahindra Scorpio,2013,₹ 4.90 Lakh,Third Party insurance,"1,00,000 Kms",12.05 kmpl,2179 CC,8,Others,6 Speed,2 WD,Chennai
0,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2014,₹ 3 Lakh,Comprehensive,"2,22,996 Kms",18.6 kmpl,1199 CC,5,Blue,5 Speed,FWD,Chennai
0,Petrol,SUV,Manual,1,Honda,Honda WR-V,2018,₹ 7.70 Lakh,Third Party insurance,"30,742 Kms",17.5 kmpl,1199 CC,5,Red,5 Speed,FWD,Chennai
0,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2014,₹ 3.90 Lakh,Third Party insurance,"1,10,000 Kms",25.2 kmpl,1248 CC,5,Others,5 Speed,FWD,Chennai
0,Diesel,Hatchback,Manual,2,Ford,Ford Figo,2010,₹ 2.10 Lakh,Comprehensive,"1,32,787 Kms",20 kmpl,1399 CC,5,Grey,5 Speed,Front Wheel Drive,Chennai
0,Diesel,SUV,Automatic,1,Tata,Tata Nexon,2021,₹ 11.05 Lakh,Comprehensive,"29,351 Kms",22.07 kmpl,1497 CC,5,Black,6-Speed,,Chennai
0,Petrol,SUV,Manual,1,Tata,Tata Nexon,2018,₹ 7.25 Lakh,Zero Dep,"10,048 Kms",17 kmpl,1198 CC,5,Blue,6 Speed,FWD,Chennai
0,Petrol,Sedan,Manual,2,Maruti,Maruti Ciaz,2016,₹ 5.80 Lakh,Third Party insurance,"50,000 Kms",20.73 kmpl,1373 CC,5,Others,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2017,₹ 6.59 Lakh,Comprehensive,"14,696 Kms",21.4 kmpl,1197 CC,5,Silver,CVT,FWD,Chennai
0,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2016,₹ 3.56 Lakh,Comprehensive,"27,153 Kms",25.17 kmpl,799 CC,5,White,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,₹ 4.80 Lakh,Third Party insurance,"50,000 Kms",18.9 kmpl,1197 CC,5,Others,5 Speed,FWD,Chennai
0,Petrol,MUV,Manual,1,Renault,Renault Triber,2021,₹ 6.89 Lakh,Comprehensive,"43,879 Kms",20 kmpl,999 CC,7,Others,5 Speed,,Chennai
0,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2017,₹ 6.25 Lakh,Third Party insurance,"40,480 Kms",16.2 kmpl,1199 CC,5,Brown,5 Speed,FWD,Chennai
0,Petrol,SUV,Manual,1,Ford,Ford Ecosport,2018,₹ 8.03 Lakh,Zero Dep,"32,112 Kms",17 kmpl,1497 CC,5,Silver,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Celerio,2017,₹ 5.16 Lakh,Comprehensive,"31,239 Kms",25.24 kmpl,998 CC,5,Silver,5-Speed,,Chennai
0,Diesel,Sedan,Manual,1,Maruti,Maruti Ciaz,2018,₹ 9.50 Lakh,Third Party insurance,"20,000 Kms",28.09 kmpl,1248 CC,5,Silver,5 Speed,FWD,Chennai
0,Diesel,SUV,Manual,2,Mahindra,Mahindra XUV500,2014,₹ 8.25 Lakh,Third Party insurance,"80,000 Kms",15.1 kmpl,2179 CC,7,Others,6 Speed ,FWD,Chennai
0,Diesel,Hatchback,Manual,1,Mahindra,Mahindra KUV 100 NXT,2017,₹ 3.75 Lakh,Comprehensive,"91,112 Kms",25.32 kmpl,1198 CC,6,BERRY RED,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,0,Maruti,Maruti Alto,2009,₹ 1.80 Lakh,Third Party insurance,"68,767 Kms",19.7 kmpl,796 CC,5,Red,5 Speed,FWD,Chennai
0,Petrol,MUV,Automatic,1,Kia,Kia Carens,2022,₹ 19 Lakh,Third Party insurance,"30,000 Kms",16.5 kmpl,1353 CC,6,Silver,7-Speed DCT,2WD,Chennai
0,Petrol,SUV,Manual,1,Kia,Kia Sonet,2022,₹ 9 Lakh,Third Party insurance,"10,000 Kms",18.4 kmpl,1197 CC,5,White,5-Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2013,₹ 2.05 Lakh,Comprehensive,"42,600 Kms",22.74 kmpl,796 CC,5,SILKY SILVER,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,0,Maruti,Maruti Baleno,2021,₹ 7.10 Lakh,Third Party insurance,"13,270 Kms",21.01 kmpl,1197 CC,5,Blue,5 Speed,FWD,Chennai
0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2019,₹ 6.30 Lakh,Third Party insurance,"40,000 Kms",21.21 kmpl,1197 CC,5,Others,5 Speed,FWD,Chennai
0,Petrol,Sedan,Manual,3,Ford,Ford Fiesta,2009,₹ 1.55 Lakh,Third Party insurance,"1,20,000 Kms",15.3 kmpl,1596 CC,5,Black,,,Chennai
0,Petrol,Sedan,Manual,2,Honda,Honda City,2017,₹ 7.99 Lakh,Third Party insurance,"22,286 Kms",17.8 kmpl,1497 CC,5,Silver,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2022,₹ 6.30 Lakh,Comprehensive,"12,132 Kms",20.52 kmpl,1197 CC,5,Silver,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2018,₹ 4.15 Lakh,Third Party insurance,"79,048 Kms",19.01 kmpl,1199 CC,5,Blue,5-Speed,,Chennai
0,Petrol,Hatchback,Manual,3,Tata,Tata Tiago,2016,₹ 4.17 Lakh,Third Party insurance,"48,360 Kms",23.84 kmpl,1199 CC,5,Blue,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,2,Renault,Renault KWID,2016,₹ 3.34 Lakh,Comprehensive,"54,538 Kms",25.17 kmpl,799 CC,5,Silver,5 Speed,FWD,Chennai
0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2017,₹ 5.90 Lakh,Third Party insurance,"32,157 Kms",20.85 kmpl,1197 CC,5,White,5 Speed,FWD,Chennai
0,Petrol,SUV,Manual,1,Kia,Kia Seltos,2019,₹ 10.29 Lakh,Zero Dep,"34,182 Kms",16.8 kmpl,1497 CC,5,Red,6-Speed,FWD,Chennai
0,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2009,₹ 2.50 Lakh,Comprehensive,"1,76,801 Kms",28.4 kmpl,1248 CC,5,Silver,5,FWD,Chennai
0,Petrol,SUV,Manual,1,Nissan,Nissan Magnite,2021,₹ 7.11 Lakh,Comprehensive,"81,508 Kms",18.75 kmpl,999 CC,5,Red,5 Speed,,Chennai
0,Petrol,SUV,Automatic,2,Tata,Tata Nexon,2020,₹ 9.50 Lakh,Comprehensive,"42,036 Kms",16.35 kmpl,1199 CC,5,Blue,6-Speed,,Chennai
0,Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLA Class,2015,₹ 21.40 Lakh,Comprehensive,"22,500 Kms",13 kmpl,2143 CC,5,Brown,7 Speed,FWD,Chennai
0,Petrol,Sedan,Manual,3,Chevrolet,Chevrolet Aveo,2008,₹ 1.40 Lakh,Third Party insurance,"80,000 Kms",14.49 kmpl,1399 CC,5,Others,5 Speed,FWD,Chennai
0,Petrol,SUV,Manual,1,Honda,Honda WR-V,2017,₹ 7.60 Lakh,Third Party insurance,"29,640 Kms",17.5 kmpl,1199 CC,5,Silver,5 Speed,FWD,Chennai
0,Diesel,SUV,Automatic,1,Land Rover,Land Rover Range Rover Velar,2018,₹ 70 Lakh,Comprehensive,"52,000 Kms",22.3 kmpl,1999 CC,5,Black,8,AWD,Chennai
0,Diesel,Hatchback,Manual,3,Hyundai,Hyundai i20,2012,₹ 3 Lakh,Third Party insurance,"1,00,000 Kms",21.9 kmpl,1396 CC,5,Others,6 Speed,FWD,Chennai
0,Diesel,SUV,Manual,1,Ford,Ford Ecosport,2020,₹ 10.80 Lakh,Comprehensive,"32,000 Kms",21.7 kmpl,1498 CC,5,Blue,5 Speed,FWD,Chennai
0,Petrol,Sedan,Manual,2,Maruti,Maruti Ciaz,2016,₹ 6.50 Lakh,Third Party insurance,"23,678 Kms",20.73 kmpl,1373 CC,5,Silver,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2018,₹ 6.80 Lakh,Comprehensive,"38,502 Kms",21.01 kmpl,1197 CC,5,Red,5 Speed,FWD,Chennai
0,Diesel,SUV,Automatic,1,Skoda,Skoda Kodiaq,2018,₹ 22 Lakh,Comprehensive,"1,00,000 Kms",16.25 kmpl,1968 CC,7,Black,7 Speed,4WD,Chennai
0,Petrol,Hatchback,Manual,2,Ford,Ford Figo,2020,₹ 5.15 Lakh,Third Party insurance,"30,000 Kms",18.5 kmpl,1194 CC,5,Others,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2019,₹ 5.20 Lakh,Comprehensive,"40,091 Kms",18.9 kmpl,1197 CC,5,Others,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2016,₹ 3.44 Lakh,Third Party,"48,113 Kms",25.17 kmpl,799 CC,5,White,5 Speed,FWD,Chennai
0,Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2017,₹ 31 Lakh,Third Party insurance,"50,000 Kms",19.27 kmpl,2143 CC,5,White,9 Speed,RWD,Chennai
0,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2021,₹ 9.23 Lakh,Comprehensive,"50,486 Kms",18.27 kmpl,998 CC,5,Blue,6-Speed,FWD,Chennai
0,Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2017,₹ 6.62 Lakh,Third Party,"26,465 Kms",19 kmpl,1199 CC,5,Silver,5 Speed,FWD,Chennai
0,Petrol,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2008,₹ 7.50 Lakh,Third Party insurance,"50,000 Kms",11.74 kmpl,1796 CC,5,Others,7 Speed,RWD,Chennai
0,Petrol,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2017,₹ 6.37 Lakh,Third Party insurance,"33,246 Kms",21.21 kmpl,1197 CC,5,Red,5 Speed,FWD,Chennai
0,Diesel,SUV,Manual,1,Ford,Ford Ecosport,2019,₹ 8 Lakh,Third Party insurance,"30,000 Kms",23 kmpl,1498 CC,5,Others,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2021,₹ 4.54 Lakh,Comprehensive,"31,754 Kms",21.74 kmpl,999 CC,5,Brown,5 Speed,FWD,Chennai
0,Diesel,SUV,Manual,2,Jeep,Jeep Compass,2018,₹ 11.84 Lakh,Third Party,"91,992 Kms",17.1 kmpl,1956 CC,5,Silver,6 Speed,4X2,Chennai
0,Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2019,₹ 7.60 Lakh,Third Party insurance,"70,000 Kms",24.3 kmpl,1248 CC,5,Others,5 Speed,FWD,Chennai
0,Diesel,MUV,Manual,1,Toyota,Toyota Innova,2013,₹ 11 Lakh,Third Party insurance,"60,000 Kms",12.99 kmpl,2494 CC,8,Others,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2019,₹ 5.45 Lakh,Third Party insurance,"30,000 Kms",18.9 kmpl,1197 CC,5,Others,5 Speed,FWD,Chennai
0,Petrol,Sedan,Automatic,2,Skoda,Skoda Rapid,2013,₹ 4 Lakh,Third Party insurance,"50,000 Kms",14.3 kmpl,1598 CC,5,Others,6 Speed ,FWD,Chennai
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2010,₹ 2.55 Lakh,Comprehensive,"53,250 Kms",21.79 kmpl,998 CC,5,SILKY SILVER,5 Speed,FWD,Chennai
0,Diesel,Hatchback,Manual,1,Skoda,Skoda Fabia,2010,₹ 2.50 Lakh,Third Party insurance,"51,555 Kms",19.4 kmpl,1422 CC,5,Red,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2022,₹ 7.50 Lakh,Third Party insurance,"10,000 Kms",22.38 kmpl,1197 CC,5,Others,5-Speed,,Chennai
0,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2019,₹ 7 Lakh,Third Party insurance,"40,000 Kms",22.54 kmpl,1396 CC,5,Others,6 Speed,FWD,Chennai
0,Petrol,Sedan,Manual,1,Honda,Honda City,2011,₹ 3.65 Lakh,Third Party insurance,"1,10,000 Kms",16.8 kmpl,1497 CC,5,Black,5 Speed,FWD,Chennai
0,Petrol,Sedan,Manual,1,Honda,Honda City,2017,₹ 7.50 Lakh,Third Party insurance,"60,000 Kms",17.4 kmpl,1497 CC,5,Others,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,3,Hyundai,Hyundai EON,2014,₹ 2.54 Lakh,Third Party insurance,"85,486 Kms",21.1 kmpl,814 CC,5,Silver,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Automatic,1,Tata,Tata Altroz,2022,₹ 9.25 Lakh,Third Party,"5,022 Kms",18.5 kmpl,1199 CC,5,Red,6-Speed DCT,,Chennai
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2019,₹ 7.50 Lakh,Comprehensive,"39,386 Kms",19.56 kmpl,1197 CC,5,Blue,CVT,FWD,Chennai
0,Petrol,Hatchback,Manual,2,Renault,Renault KWID,2016,₹ 3.26 Lakh,Third Party insurance,"72,679 Kms",25.17 kmpl,799 CC,5,White,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2015,₹ 4.32 Lakh,Comprehensive,"83,738 Kms",18.9 kmpl,1197 CC,5,Orange,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2021,₹ 9.50 Lakh,Third Party insurance,"10,551 Kms",16.2 kmpl,1199 CC,5,Red,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Automatic,3,Maruti,Maruti Celerio,2019,₹ 4.79 Lakh,Zero Dep,"31,795 Kms",23.1 kmpl,998 CC,5,Blue,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Ritz,2009,₹ 2.30 Lakh,Comprehensive,"76,656 Kms",21.1 kmpl,1197 CC,5,White,5-Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,2017,₹ 3.01 Lakh,Comprehensive,"52,524 Kms",22.7 kmpl,799 CC,5,Silver,5-Speed,2WD,Chennai
0,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2013,₹ 4.43 Lakh,Comprehensive,"96,165 Kms",22.9 kmpl,1248 CC,5,Silver,5 Speed,FWD,Chennai
0,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2014,₹ 4.40 Lakh,Comprehensive,"92,860 Kms",22.54 kmpl,1396 CC,5,Grey,6 Speed,FWD,Chennai
0,Petrol,MUV,Manual,1,Maruti,Maruti Ertiga,2013,₹ 6.60 Lakh,Comprehensive,"46,976 Kms",19.01 kmpl,1462 CC,7,White,5 Speed,FWD,Chennai
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto,2007,₹ 1.65 Lakh,Comprehensive,"36,383 Kms",19.7 kmpl,796 CC,5,Maroon,5 Speed,FWD,Chennai
